non-ACP186	non-ACP138	55.556	9	4	0	9	17	15	23	0.30	15.8
non-ACP186	non-ACP132	31.250	16	11	0	3	18	13	28	1.9	14.2
non-ACP186	non-ACP110	40.000	20	11	1	10	29	12	30	3.7	13.5
non-ACP188	non-ACP188	100.000	31	0	0	1	31	1	31	3.04e-19	61.2
non-ACP188	non-ACP118	54.545	11	5	0	16	26	12	22	0.19	16.2
non-ACP188	non-ACP72	45.455	11	6	0	1	11	2	12	0.82	15.0
non-ACP188	non-ACP112	100.000	5	0	0	19	23	20	24	1.1	14.6
non-ACP188	non-ACP88	40.000	10	6	0	20	29	2	11	9.9	12.7
non-ACP190	non-ACP190	100.000	32	0	0	1	32	1	32	2.18e-20	64.3
non-ACP190	non-ACP114	58.824	17	7	0	1	17	7	23	0.001	21.9
non-ACP190	non-ACP154	42.857	14	8	0	10	23	8	21	0.15	16.5
non-ACP192	non-ACP192	100.000	30	0	0	1	30	1	30	1.90e-18	59.3
non-ACP194	non-ACP194	100.000	16	0	0	1	16	1	16	3.13e-10	37.7
non-ACP196	non-ACP196	100.000	24	0	0	1	24	1	24	6.33e-15	50.1
non-ACP198	non-ACP198	100.000	28	0	0	1	28	1	28	1.51e-18	59.3
non-ACP198	non-ACP158	71.429	14	4	0	15	28	1	14	1.47e-04	24.3
non-ACP200	non-ACP200	100.000	34	0	0	1	34	1	34	1.25e-21	67.4
non-ACP200	non-ACP178	38.462	13	8	0	21	33	4	16	0.23	16.2
non-ACP200	non-ACP132	35.714	14	9	0	8	21	14	27	0.84	15.0
non-ACP200	non-ACP96	50.000	10	5	0	24	33	1	10	8.6	12.7
non-ACP202	non-ACP202	100.000	28	0	0	1	28	1	28	4.49e-18	58.2
non-ACP202	non-ACP86	38.462	13	8	0	15	27	14	26	2.0	13.9
non-ACP204	non-ACP204	100.000	19	0	0	1	19	1	19	6.45e-11	39.7
non-ACP206	non-ACP206	100.000	25	0	0	1	25	1	25	4.34e-16	53.1
non-ACP206	non-ACP98	55.556	18	8	0	1	18	6	23	0.001	21.6
non-ACP206	non-ACP150	62.500	8	3	0	13	20	2	9	1.0	14.6
non-ACP206	non-ACP220	57.143	7	3	0	11	17	21	27	5.4	13.1
non-ACP208	non-ACP208	100.000	23	0	0	1	23	1	23	7.43e-14	47.4
non-ACP210	non-ACP210	100.000	33	0	0	1	33	1	33	3.25e-18	58.9
non-ACP210	non-ACP24	43.478	23	12	1	9	31	4	25	5.9	13.1
non-ACP210	non-ACP178	44.444	9	5	0	2	10	4	12	6.5	13.1
non-ACP212	non-ACP212	100.000	21	0	0	1	21	1	21	2.08e-12	43.5
non-ACP212	non-ACP2	45.455	11	6	0	5	15	16	26	0.65	14.6
non-ACP214	non-ACP214	100.000	14	0	0	1	14	1	14	6.72e-08	31.6
non-ACP214	non-ACP90	77.778	9	2	0	6	14	2	10	0.007	18.9
non-ACP216	non-ACP216	100.000	18	0	0	1	18	1	18	3.08e-10	37.7
non-ACP216	non-ACP148	64.286	14	5	0	5	18	1	14	5.69e-04	21.9
non-ACP218	non-ACP218	100.000	29	0	0	1	29	1	29	3.05e-17	56.2
non-ACP220	non-ACP220	100.000	39	0	0	1	39	1	39	6.16e-25	76.3
non-ACP220	non-ACP222	64.286	14	5	0	26	39	16	29	1.50e-04	24.6
non-ACP220	non-ACP28	34.375	32	20	1	5	36	6	36	3.59e-04	23.9
non-ACP220	non-ACP236	60.000	10	4	0	26	35	24	33	3.0	13.9
non-ACP220	non-ACP4	66.667	6	2	0	27	32	12	17	4.0	13.5
non-ACP220	non-ACP206	57.143	7	3	0	21	27	11	17	5.5	13.5
non-ACP222	non-ACP222	100.000	34	0	0	1	34	1	34	1.90e-21	67.0
non-ACP222	non-ACP28	69.231	26	7	1	1	26	12	36	2.70e-09	36.6
non-ACP222	non-ACP186	86.207	29	4	0	1	29	2	30	4.61e-07	30.8
non-ACP222	non-ACP30	64.286	14	5	0	4	17	11	24	8.00e-05	25.0
non-ACP222	non-ACP220	64.286	14	5	0	16	29	26	39	1.40e-04	24.6
non-ACP222	non-ACP4	47.059	17	8	1	4	20	2	17	0.056	17.7
non-ACP222	non-ACP236	53.846	13	6	0	13	25	21	33	0.25	16.2
non-ACP222	non-ACP138	55.556	9	4	0	8	16	15	23	0.46	15.4
non-ACP222	non-ACP132	37.500	16	10	0	2	17	13	28	0.71	15.0
non-ACP222	non-ACP110	54.545	11	5	0	9	19	12	22	1.6	14.6
non-ACP224	non-ACP224	100.000	38	0	0	1	38	1	38	7.28e-25	75.9
non-ACP224	non-ACP58	33.333	15	10	0	16	30	10	24	0.085	17.7
non-ACP226	non-ACP226	100.000	24	0	0	1	24	1	24	1.75e-15	51.2
non-ACP228	non-ACP228	100.000	37	0	0	1	37	1	37	3.02e-24	74.3
non-ACP228	non-ACP126	44.444	9	5	0	24	32	13	21	5.6	13.5
non-ACP230	non-ACP230	100.000	14	0	0	1	14	1	14	1.69e-08	33.1
non-ACP232	non-ACP232	100.000	21	0	0	1	21	1	21	5.05e-14	47.4
non-ACP234	non-ACP234	100.000	33	0	0	1	33	1	33	1.82e-22	69.7
non-ACP236	non-ACP236	100.000	33	0	0	1	33	1	33	7.79e-21	65.5
non-ACP236	non-ACP132	73.077	26	7	0	1	26	10	35	2.21e-11	41.6
non-ACP236	non-ACP28	34.483	29	17	1	5	33	9	35	0.002	21.6
non-ACP236	non-ACP116	55.556	9	4	0	22	30	3	11	0.18	16.5
non-ACP236	non-ACP222	53.846	13	6	0	21	33	13	25	0.24	16.2
non-ACP236	non-ACP30	43.478	23	10	2	3	25	5	24	1.4	14.2
non-ACP236	non-ACP220	60.000	10	4	0	24	33	26	35	2.6	13.9
non-ACP236	non-ACP0	26.667	15	11	0	1	15	12	26	3.4	13.9
